#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CALML5	CNR1	9606.ENSP00000369689	9606.ENSP00000358513	0	0	0	0	0	0	0	0.572	0.572
CALML5	NGF	9606.ENSP00000369689	9606.ENSP00000358525	0	0	0	0	0.055	0	0	0.863	0.865
CALML5	NRAS	9606.ENSP00000369689	9606.ENSP00000358548	0	0	0	0	0.074	0.130	0.900	0.544	0.958
CALML5	PLPPR4	9606.ENSP00000369689	9606.ENSP00000359204	0	0	0	0	0.044	0.054	0	0.398	0.408
CALML5	PRKACB	9606.ENSP00000369689	9606.ENSP00000359719	0	0	0	0	0.055	0	0.650	0.971	0.989
CALML5	PPP1R3D	9606.ENSP00000369689	9606.ENSP00000360035	0	0	0	0	0.047	0	0.650	0	0.652
CALML5	CACNA1B	9606.ENSP00000369689	9606.ENSP00000360423	0	0	0	0	0.044	0.282	0	0.701	0.777
CALML5	GRIN1	9606.ENSP00000369689	9606.ENSP00000360608	0	0	0	0	0	0.068	0.650	0.889	0.960
CALML5	HSP90AB1	9606.ENSP00000369689	9606.ENSP00000360609	0	0	0	0	0.045	0.071	0.800	0.976	0.995
CALML5	RAB3B	9606.ENSP00000369689	9606.ENSP00000360718	0	0	0	0	0.044	0.046	0	0.420	0.425
CALML5	BEX1	9606.ENSP00000369689	9606.ENSP00000361813	0	0	0	0	0	0	0	0.748	0.748
CALML5	GUCA1A-2	9606.ENSP00000369689	9606.ENSP00000362049	0	0	0	0	0	0.102	0	0.629	0.653
CALML5	NOX1	9606.ENSP00000369689	9606.ENSP00000362057	0	0	0	0	0	0.260	0	0.399	0.536
CALML5	JPH2	9606.ENSP00000369689	9606.ENSP00000362071	0	0	0	0	0.059	0.096	0	0.577	0.609
CALML5	CCND3	9606.ENSP00000369689	9606.ENSP00000362082	0	0	0	0	0	0.071	0	0.511	0.526
CALML5	MCU	9606.ENSP00000369689	9606.ENSP00000362144	0	0	0	0	0	0	0	0.487	0.487
CALML5	MARCKSL1	9606.ENSP00000369689	9606.ENSP00000362638	0	0	0	0	0.042	0	0	0.962	0.962
CALML5	PHKA1	9606.ENSP00000369689	9606.ENSP00000362643	0	0	0	0	0	0.142	0.900	0.137	0.919
CALML5	SRC	9606.ENSP00000369689	9606.ENSP00000362680	0	0	0	0	0	0.099	0	0.922	0.927
CALML5	PRKG1	9606.ENSP00000369689	9606.ENSP00000363092	0	0	0	0	0	0.045	0	0.553	0.555
CALML5	TRIM63	9606.ENSP00000369689	9606.ENSP00000363390	0	0	0	0	0.044	0	0	0.624	0.625
CALML5	ITPR3	9606.ENSP00000369689	9606.ENSP00000363435	0	0	0	0	0	0.069	0.900	0.821	0.981
CALML5	UBR4	9606.ENSP00000369689	9606.ENSP00000364403	0	0	0	0	0	0.110	0	0.891	0.898
CALML5	MYLK2	9606.ENSP00000369689	9606.ENSP00000365162	0	0	0	0	0.067	0.129	0.650	0.993	0.997
CALML5	BCL2L1	9606.ENSP00000369689	9606.ENSP00000365230	0	0	0	0	0	0	0	0.412	0.412
CALML5	CACNA1F	9606.ENSP00000369689	9606.ENSP00000365441	0	0	0	0	0	0.399	0	0.463	0.664
CALML5	PRKACG	9606.ENSP00000369689	9606.ENSP00000366488	0	0	0	0	0.055	0	0.650	0.979	0.992
CALML5	TBC1D4	9606.ENSP00000369689	9606.ENSP00000366863	0	0	0	0	0	0.103	0	0.635	0.659
CALML5	PLCB4	9606.ENSP00000369689	9606.ENSP00000367762	0	0	0	0	0.042	0	0.650	0.226	0.718
CALML5	PRKD3	9606.ENSP00000369689	9606.ENSP00000368356	0	0	0	0	0	0	0	0.490	0.490
CALML5	ASPH	9606.ENSP00000369689	9606.ENSP00000368767	0	0	0	0	0	0	0	0.754	0.754
CALML5	TRPC3	9606.ENSP00000369689	9606.ENSP00000368966	0	0	0	0	0	0.290	0	0.846	0.886
CALML5	CNGA4	9606.ENSP00000369689	9606.ENSP00000369268	0	0	0	0	0	0	0.900	0.708	0.969
CALML5	PHKA2	9606.ENSP00000369689	9606.ENSP00000369274	0	0	0	0	0	0.129	0.900	0.161	0.920
CALML5	S100G	9606.ENSP00000369689	9606.ENSP00000369547	0	0	0	0	0	0.116	0	0.768	0.786
CALML5	KCNE1	9606.ENSP00000369689	9606.ENSP00000382226	0	0	0	0	0	0	0	0.435	0.435
CALML5	VAV1	9606.ENSP00000369689	9606.ENSP00000472929	0	0	0	0	0	0	0	0.440	0.440
CALML5	ARPP21	9606.ENSP00000369689	9606.ENSP00000412326	0	0	0	0	0	0	0	0.443	0.443
CALML5	LIN7A	9606.ENSP00000369689	9606.ENSP00000447488	0	0	0	0	0	0	0	0.444	0.444
CALML5	ITPKB	9606.ENSP00000369689	9606.ENSP00000411152	0	0	0	0	0	0.062	0	0.432	0.445
CALML5	RPS6KA1	9606.ENSP00000369689	9606.ENSP00000435412	0	0	0	0	0	0	0	0.451	0.451
CALML5	GRK4	9606.ENSP00000369689	9606.ENSP00000381129	0	0	0	0	0	0.094	0	0.420	0.452
CALML5	SESTD1	9606.ENSP00000369689	9606.ENSP00000415332	0	0	0	0	0	0	0	0.454	0.454
CALML5	PACS2	9606.ENSP00000369689	9606.ENSP00000393559	0	0	0	0	0	0	0	0.457	0.457
CALML5	PHKG1	9606.ENSP00000369689	9606.ENSP00000445440	0	0	0	0	0.052	0.176	0	0.365	0.461
CALML5	PTH1R	9606.ENSP00000369689	9606.ENSP00000402723	0	0	0	0	0	0.051	0	0.457	0.462
CALML5	GRB10	9606.ENSP00000369689	9606.ENSP00000493728	0	0	0	0	0	0.159	0	0.391	0.465
CALML5	SPTA1	9606.ENSP00000369689	9606.ENSP00000495214	0	0	0	0	0	0.064	0	0.453	0.466
CALML5	SPTAN1	9606.ENSP00000369689	9606.ENSP00000487444	0	0	0	0.691	0	0.090	0	0.440	0.468
CALML5	BRAF	9606.ENSP00000369689	9606.ENSP00000419060	0	0	0	0	0	0.099	0	0.437	0.471
CALML5	MEF2B	9606.ENSP00000369689	9606.ENSP00000402154	0	0	0	0	0.071	0.053	0	0.456	0.479
CALML5	P3H3	9606.ENSP00000369689	9606.ENSP00000478600	0	0	0	0	0	0	0	0.480	0.480
CALML5	ANXA11	9606.ENSP00000369689	9606.ENSP00000398610	0	0	0	0	0.057	0	0	0.471	0.480
CALML5	IQSEC2	9606.ENSP00000369689	9606.ENSP00000495726	0	0	0	0	0	0	0	0.480	0.480
CALML5	FGFR1	9606.ENSP00000369689	9606.ENSP00000393312	0	0	0	0	0	0	0	0.486	0.486
CALML5	IQCA1	9606.ENSP00000369689	9606.ENSP00000407213	0	0	0	0	0.055	0.046	0	0.487	0.497
CALML5	STRC	9606.ENSP00000369689	9606.ENSP00000401513	0	0	0	0	0	0.109	0	0.461	0.500
CALML5	ARRB2	9606.ENSP00000369689	9606.ENSP00000403701	0	0	0	0	0	0	0	0.501	0.501
CALML5	NTRK1	9606.ENSP00000369689	9606.ENSP00000431418	0	0	0	0	0	0.099	0	0.471	0.503
CALML5	ARRB1	9606.ENSP00000369689	9606.ENSP00000409581	0	0	0	0	0	0	0	0.504	0.504
CALML5	PLA2G10	9606.ENSP00000369689	9606.ENSP00000393847	0	0	0	0	0.055	0	0	0.499	0.506
CALML5	TMSB4X	9606.ENSP00000369689	9606.ENSP00000370010	0	0	0	0	0	0	0	0.507	0.507
CALML5	MRVI1	9606.ENSP00000369689	9606.ENSP00000412130	0	0	0	0	0	0.095	0	0.480	0.509
CALML5	CNP	9606.ENSP00000369689	9606.ENSP00000377470	0	0	0	0	0	0.097	0	0.484	0.514
CALML5	PDP1	9606.ENSP00000369689	9606.ENSP00000379503	0	0	0	0	0.042	0.126	0	0.467	0.515
CALML5	CAPNS1	9606.ENSP00000369689	9606.ENSP00000464849	0	0	0	0	0.060	0	0	0.510	0.520
CALML5	SPTBN4	9606.ENSP00000369689	9606.ENSP00000469242	0	0	0	0	0.056	0	0	0.515	0.522
CALML5	CFAP54	9606.ENSP00000369689	9606.ENSP00000431759	0	0	0	0	0	0.115	0	0.484	0.523
CALML5	PRKCB	9606.ENSP00000369689	9606.ENSP00000496129	0	0	0	0	0	0	0	0.527	0.527
CALML5	CALU	9606.ENSP00000369689	9606.ENSP00000438248	0	0	0	0	0	0.092	0	0.504	0.530
CALML5	HOMER3	9606.ENSP00000369689	9606.ENSP00000439937	0	0	0	0	0.048	0.051	0	0.527	0.535
CALML5	FBXL2	9606.ENSP00000369689	9606.ENSP00000417601	0	0	0	0	0	0.083	0	0.520	0.541
CALML5	PDE4A	9606.ENSP00000369689	9606.ENSP00000370078	0	0	0	0	0	0	0	0.541	0.541
CALML5	DAP	9606.ENSP00000369689	9606.ENSP00000394163	0	0	0	0	0	0	0	0.541	0.541
CALML5	CLIP1	9606.ENSP00000369689	9606.ENSP00000479322	0	0	0	0	0	0.050	0	0.540	0.544
CALML5	RAPGEF4	9606.ENSP00000369689	9606.ENSP00000380271	0	0	0	0	0	0	0	0.546	0.546
CALML5	GRK5	9606.ENSP00000369689	9606.ENSP00000376609	0	0	0	0	0	0.094	0	0.520	0.546
CALML5	CAPN14	9606.ENSP00000369689	9606.ENSP00000385247	0	0	0	0	0.077	0.108	0	0.500	0.553
CALML5	JPH4	9606.ENSP00000369689	9606.ENSP00000380307	0	0	0	0	0.059	0.096	0	0.518	0.554
CALML5	IGF1R	9606.ENSP00000369689	9606.ENSP00000497069	0	0	0	0	0	0.099	0	0.531	0.559
CALML5	PNCK	9606.ENSP00000369689	9606.ENSP00000405950	0	0	0	0	0.067	0.246	0	0.423	0.559
CALML5	NEDD4L	9606.ENSP00000369689	9606.ENSP00000383199	0	0	0	0	0	0.076	0	0.546	0.562
CALML5	CAPN3	9606.ENSP00000369689	9606.ENSP00000380349	0	0	0	0	0.063	0.108	0	0.518	0.562
CALML5	PPP1R9B	9606.ENSP00000369689	9606.ENSP00000478767	0	0	0	0	0	0.044	0	0.564	0.565
CALML5	RAPGEF3	9606.ENSP00000369689	9606.ENSP00000395708	0	0	0	0	0	0	0	0.570	0.570
CALML5	GRB7	9606.ENSP00000369689	9606.ENSP00000403459	0	0	0	0	0.085	0.159	0	0.495	0.577
CALML5	PLCD1	9606.ENSP00000369689	9606.ENSP00000430344	0	0	0	0	0	0	0	0.583	0.583
CALML5	LYN	9606.ENSP00000369689	9606.ENSP00000428924	0	0	0	0	0	0.099	0	0.558	0.585
CALML5	GRB2	9606.ENSP00000369689	9606.ENSP00000376345	0	0	0	0	0	0	0	0.589	0.589
CALML5	CCNL2	9606.ENSP00000369689	9606.ENSP00000383611	0	0	0	0	0.052	0	0	0.588	0.592
CALML5	MYO7B	9606.ENSP00000369689	9606.ENSP00000415090	0	0	0	0	0	0.295	0	0.449	0.595
CALML5	FGF13	9606.ENSP00000369689	9606.ENSP00000396198	0	0	0	0	0	0.183	0	0.525	0.595
CALML5	FGF16	9606.ENSP00000369689	9606.ENSP00000399324	0	0	0	0	0	0.104	0	0.569	0.597
CALML5	FGF9	9606.ENSP00000369689	9606.ENSP00000371790	0	0	0	0	0	0.104	0	0.569	0.597
CALML5	CAPN5	9606.ENSP00000369689	9606.ENSP00000498132	0	0	0	0	0.063	0.108	0	0.561	0.601
CALML5	RGS19	9606.ENSP00000369689	9606.ENSP00000378483	0	0	0	0	0	0.046	0	0.601	0.603
CALML5	KCNN1	9606.ENSP00000369689	9606.ENSP00000476519	0	0	0	0	0	0.273	0	0.478	0.604
CALML5	RAF1	9606.ENSP00000369689	9606.ENSP00000401888	0	0	0	0	0	0.099	0	0.586	0.611
CALML5	PICK1	9606.ENSP00000369689	9606.ENSP00000385205	0	0	0	0	0	0.091	0	0.595	0.616
CALML5	MYO9B	9606.ENSP00000369689	9606.ENSP00000471457	0	0	0	0	0	0.267	0	0.504	0.621
CALML5	CAMTA2	9606.ENSP00000369689	9606.ENSP00000412886	0	0	0	0	0	0	0	0.628	0.628
CALML5	TRPC4	9606.ENSP00000369689	9606.ENSP00000486109	0	0	0	0	0	0.290	0	0.513	0.639
CALML5	ANXA8	9606.ENSP00000369689	9606.ENSP00000478026	0	0	0	0	0.075	0	0	0.628	0.641
CALML5	SLC29A1	9606.ENSP00000369689	9606.ENSP00000498610	0	0	0	0	0	0	0	0.644	0.644
CALML5	PPP1R3E	9606.ENSP00000369689	9606.ENSP00000408288	0	0	0	0	0	0	0.650	0	0.650
CALML5	CIB1	9606.ENSP00000369689	9606.ENSP00000479860	0	0	0	0	0	0.057	0	0.645	0.651
CALML5	MYO1B	9606.ENSP00000369689	9606.ENSP00000376132	0	0	0	0	0	0.304	0	0.538	0.665
CALML5	SCN9A	9606.ENSP00000369689	9606.ENSP00000386306	0	0	0	0	0	0.295	0	0.552	0.671
CALML5	CDC42	9606.ENSP00000369689	9606.ENSP00000497733	0	0	0	0	0.074	0.193	0	0.596	0.672
CALML5	PLA2G2A	9606.ENSP00000369689	9606.ENSP00000383364	0	0	0	0	0.057	0	0	0.669	0.674
CALML5	AKAP1	9606.ENSP00000369689	9606.ENSP00000478212	0	0	0	0	0	0	0	0.675	0.675
CALML5	SYN2	9606.ENSP00000369689	9606.ENSP00000480050	0	0	0	0	0	0.093	0	0.659	0.678
CALML5	OBSCN	9606.ENSP00000369689	9606.ENSP00000455507	0	0	0	0	0	0.287	0	0.569	0.679
CALML5	MYO10	9606.ENSP00000369689	9606.ENSP00000421280	0	0	0	0	0.042	0.295	0	0.565	0.680
CALML5	NEB	9606.ENSP00000369689	9606.ENSP00000484342	0	0	0	0	0.055	0	0	0.680	0.684
CALML5	PTK2B	9606.ENSP00000369689	9606.ENSP00000380638	0	0	0	0	0.074	0	0	0.674	0.685
CALML5	STIM1	9606.ENSP00000369689	9606.ENSP00000478059	0	0	0	0	0	0	0	0.691	0.691
CALML5	CCP110	9606.ENSP00000369689	9606.ENSP00000370803	0	0	0	0	0	0	0	0.701	0.701
CALML5	AKT2	9606.ENSP00000369689	9606.ENSP00000375892	0	0	0	0	0	0.099	0	0.695	0.713
CALML5	AKT1	9606.ENSP00000369689	9606.ENSP00000451828	0	0	0	0	0.042	0.099	0	0.701	0.719
CALML5	PRKCA	9606.ENSP00000369689	9606.ENSP00000408695	0	0	0	0	0	0	0	0.719	0.719
CALML5	PPP3R2	9606.ENSP00000369689	9606.ENSP00000498330	0	0	0	0.738	0	0.102	0.650	0.182	0.720
CALML5	GP1BB	9606.ENSP00000369689	9606.ENSP00000383382	0	0	0	0	0.042	0.104	0	0.707	0.727
CALML5	NFATC4	9606.ENSP00000369689	9606.ENSP00000388910	0	0	0	0	0.067	0	0	0.721	0.728
CALML5	KCNN3	9606.ENSP00000369689	9606.ENSP00000481848	0	0	0	0	0	0.273	0	0.642	0.728
CALML5	RGN	9606.ENSP00000369689	9606.ENSP00000380365	0	0	0	0	0	0	0	0.729	0.729
CALML5	ATP2B1	9606.ENSP00000369689	9606.ENSP00000392043	0	0	0	0	0.060	0.094	0	0.707	0.729
CALML5	STIM2	9606.ENSP00000369689	9606.ENSP00000417569	0	0	0	0	0	0	0	0.731	0.731
CALML5	MYO7A	9606.ENSP00000369689	9606.ENSP00000386331	0	0	0	0	0	0.295	0	0.638	0.734
CALML5	BEX2	9606.ENSP00000369689	9606.ENSP00000442521	0	0	0	0	0	0	0	0.736	0.736
CALML5	HDAC9	9606.ENSP00000369689	9606.ENSP00000408617	0	0	0	0	0	0.071	0	0.731	0.740
CALML5	PLCB3	9606.ENSP00000369689	9606.ENSP00000443631	0	0	0	0	0	0	0.650	0.293	0.742
CALML5	FKBP8	9606.ENSP00000369689	9606.ENSP00000471700	0	0	0	0	0.074	0.140	0	0.705	0.744
CALML5	BDNF	9606.ENSP00000369689	9606.ENSP00000414303	0	0	0	0	0	0	0	0.748	0.748
CALML5	RCAN1	9606.ENSP00000369689	9606.ENSP00000370527	0	0	0	0	0	0.125	0	0.724	0.749
CALML5	SAG	9606.ENSP00000369689	9606.ENSP00000386444	0	0	0	0	0	0	0	0.762	0.762
CALML5	TRPC1	9606.ENSP00000369689	9606.ENSP00000419313	0	0	0	0	0	0.144	0	0.735	0.763
CALML5	RGS4	9606.ENSP00000369689	9606.ENSP00000397181	0	0	0	0	0	0.046	0	0.762	0.763
CALML5	CAMK2D	9606.ENSP00000369689	9606.ENSP00000425824	0	0	0	0	0.056	0.445	0	0.608	0.776
CALML5	NFATC2	9606.ENSP00000369689	9606.ENSP00000379330	0	0	0	0	0	0	0	0.777	0.777
CALML5	NFATC1	9606.ENSP00000369689	9606.ENSP00000389377	0	0	0	0	0	0	0	0.786	0.786
CALML5	RHOA	9606.ENSP00000369689	9606.ENSP00000400175	0	0	0	0	0.115	0.097	0	0.755	0.787
CALML5	STRA6	9606.ENSP00000369689	9606.ENSP00000456609	0	0	0	0	0.042	0.290	0	0.722	0.794
CALML5	JAK2	9606.ENSP00000369689	9606.ENSP00000371067	0	0	0	0	0.056	0.099	0	0.779	0.795
CALML5	CFAP221	9606.ENSP00000369689	9606.ENSP00000393222	0	0	0	0	0	0.136	0	0.776	0.798
CALML5	CACNA1A	9606.ENSP00000369689	9606.ENSP00000489829	0	0	0	0	0	0.282	0	0.734	0.801
CALML5	PPP1CB	9606.ENSP00000369689	9606.ENSP00000378769	0	0	0	0	0.055	0.147	0.650	0.397	0.807
CALML5	YWHAZ	9606.ENSP00000369689	9606.ENSP00000379287	0	0	0	0	0.090	0.084	0	0.789	0.809
CALML5	TTN	9606.ENSP00000369689	9606.ENSP00000467141	0	0	0	0	0	0.287	0	0.743	0.809
CALML5	NOX5	9606.ENSP00000369689	9606.ENSP00000373518	0	0	0	0	0	0.487	0	0.666	0.821
CALML5	KCNQ3	9606.ENSP00000369689	9606.ENSP00000373648	0	0	0	0	0.050	0.298	0	0.753	0.821
CALML5	AKAP5	9606.ENSP00000369689	9606.ENSP00000378207	0	0	0	0	0	0	0	0.822	0.822
CALML5	ADCY5	9606.ENSP00000369689	9606.ENSP00000419361	0	0	0	0	0	0.046	0.650	0.518	0.825
CALML5	SCN2A	9606.ENSP00000369689	9606.ENSP00000490107	0	0	0	0	0	0.295	0	0.765	0.827
CALML5	MYO1A	9606.ENSP00000369689	9606.ENSP00000393392	0	0	0	0	0	0.265	0	0.778	0.830
CALML5	ADCY7	9606.ENSP00000369689	9606.ENSP00000501053	0	0	0	0	0	0.046	0.650	0.533	0.830
CALML5	SDF4	9606.ENSP00000369689	9606.ENSP00000499387	0	0	0	0	0	0	0	0.832	0.832
CALML5	STRN4	9606.ENSP00000369689	9606.ENSP00000375777	0	0	0	0	0.044	0	0	0.839	0.840
CALML5	SCN4A	9606.ENSP00000369689	9606.ENSP00000396320	0	0	0	0	0	0.282	0	0.809	0.857
CALML5	KCNN4	9606.ENSP00000369689	9606.ENSP00000496939	0	0	0	0	0.049	0.242	0	0.821	0.859
CALML5	CABIN1	9606.ENSP00000369689	9606.ENSP00000381364	0	0	0	0	0.055	0.227	0	0.834	0.868
CALML5	ORAI1	9606.ENSP00000369689	9606.ENSP00000482568	0	0	0	0	0	0	0	0.881	0.881
CALML5	MYBPC3	9606.ENSP00000369689	9606.ENSP00000442795	0	0	0	0	0	0.287	0	0.850	0.889
CALML5	CREB1	9606.ENSP00000369689	9606.ENSP00000387699	0	0	0	0	0.062	0	0	0.887	0.890
CALML5	DLG4	9606.ENSP00000369689	9606.ENSP00000497806	0	0	0	0	0	0.106	0	0.884	0.891
CALML5	DAPK3	9606.ENSP00000369689	9606.ENSP00000442973	0	0	0	0	0.067	0.400	0	0.829	0.896
CALML5	TRPV4	9606.ENSP00000369689	9606.ENSP00000406191	0	0	0	0	0.043	0.259	0	0.867	0.897
CALML5	DAPK2	9606.ENSP00000369689	9606.ENSP00000484390	0	0	0	0	0.067	0.487	0	0.824	0.908
CALML5	UNC13A	9606.ENSP00000369689	9606.ENSP00000429562	0	0	0	0	0	0.099	0	0.905	0.911
CALML5	ALDH7A1	9606.ENSP00000369689	9606.ENSP00000387123	0	0	0	0	0	0	0	0.913	0.913
CALML5	DAPK1	9606.ENSP00000369689	9606.ENSP00000386135	0	0	0	0	0.067	0.246	0	0.895	0.920
CALML5	PHKG2	9606.ENSP00000369689	9606.ENSP00000455607	0	0	0	0	0.052	0.120	0.900	0.184	0.922
CALML5	CNGA1	9606.ENSP00000369689	9606.ENSP00000384264	0	0	0	0	0.044	0	0.900	0.285	0.925
CALML5	GRIN2B	9606.ENSP00000369689	9606.ENSP00000477455	0	0	0	0	0	0.071	0.650	0.794	0.927
CALML5	PLCG2	9606.ENSP00000369689	9606.ENSP00000482457	0	0	0	0	0	0	0.900	0.330	0.930
CALML5	AKAP12	9606.ENSP00000369689	9606.ENSP00000384537	0	0	0	0	0	0	0	0.936	0.936
CALML5	CAMK1D	9606.ENSP00000369689	9606.ENSP00000478874	0	0	0	0	0.074	0.246	0.650	0.773	0.937
CALML5	CACNA1I	9606.ENSP00000369689	9606.ENSP00000385019	0	0	0	0	0	0.097	0.900	0.377	0.938
CALML5	ADCY3	9606.ENSP00000369689	9606.ENSP00000384484	0	0	0	0	0	0.046	0.900	0.446	0.942
CALML5	ITPR2	9606.ENSP00000369689	9606.ENSP00000370744	0	0	0	0	0	0.069	0.900	0.468	0.946
CALML5	PPP3CC	9606.ENSP00000369689	9606.ENSP00000380878	0	0	0	0	0.051	0.178	0.900	0.405	0.947
CALML5	RASGRF1	9606.ENSP00000369689	9606.ENSP00000405963	0	0	0	0	0	0.045	0.900	0.581	0.956
CALML5	FKBP1B	9606.ENSP00000369689	9606.ENSP00000370373	0	0	0	0	0.236	0.304	0	0.935	0.962
CALML5	HRAS	9606.ENSP00000369689	9606.ENSP00000407586	0	0	0	0	0.074	0.130	0.900	0.598	0.963
CALML5	CALML4	9606.ENSP00000369689	9606.ENSP00000419081	0	0	0.112	0.804	0	0	0.900	0.633	0.964
CALML5	UNC13B	9606.ENSP00000369689	9606.ENSP00000479261	0	0	0	0	0	0.099	0	0.964	0.966
CALML5	RYR3	9606.ENSP00000369689	9606.ENSP00000489262	0	0	0	0	0	0.409	0.900	0.475	0.966
CALML5	PDE1A	9606.ENSP00000369689	9606.ENSP00000410309	0	0	0	0	0	0.092	0.900	0.721	0.972
CALML5	PDE1C	9606.ENSP00000369689	9606.ENSP00000379496	0	0	0	0	0	0.084	0.900	0.735	0.973
CALML5	PPP3CB	9606.ENSP00000369689	9606.ENSP00000378306	0	0	0	0	0.059	0.178	0.900	0.747	0.977
CALML5	ESR1	9606.ENSP00000369689	9606.ENSP00000405330	0	0	0	0	0.059	0.045	0	0.979	0.979
CALML5	MBP	9606.ENSP00000369689	9606.ENSP00000380958	0	0	0	0	0	0.091	0	0.987	0.987
CALML5	MIP	9606.ENSP00000369689	9606.ENSP00000498622	0	0	0	0	0.068	0.299	0	0.982	0.987
CALML5	GAP43	9606.ENSP00000369689	9606.ENSP00000377372	0	0	0	0	0.055	0.060	0	0.987	0.987
CALML5	CAMKK1	9606.ENSP00000369689	9606.ENSP00000371188	0	0	0	0	0	0.060	0.900	0.873	0.987
CALML5	CAMK2B	9606.ENSP00000369689	9606.ENSP00000379098	0	0	0	0	0.056	0.445	0.900	0.805	0.988
CALML5	MYLK3	9606.ENSP00000369689	9606.ENSP00000378288	0	0	0	0	0.067	0.129	0.650	0.964	0.988
CALML5	TRPV1	9606.ENSP00000369689	9606.ENSP00000459962	0	0	0	0	0	0.259	0	0.990	0.992
CALML5	FKBP1A	9606.ENSP00000369689	9606.ENSP00000383003	0	0	0	0	0.236	0.304	0	0.986	0.992
CALML5	MARCKS	9606.ENSP00000369689	9606.ENSP00000478061	0	0	0	0	0	0.125	0	0.995	0.995
CALML5	PPP3CA	9606.ENSP00000369689	9606.ENSP00000378323	0	0	0	0	0.051	0.178	0.900	0.971	0.997
CALML5	CAMK2A	9606.ENSP00000369689	9606.ENSP00000500386	0	0	0	0	0.056	0.445	0.900	0.993	0.999
CALML5	NOS1	9606.ENSP00000369689	9606.ENSP00000477999	0	0	0	0	0	0.066	0.900	0.995	0.999
CALML6	RALA	9606.ENSP00000304643	9606.ENSP00000005257	0	0	0	0	0.074	0.097	0	0.765	0.786
CALML6	CAMK1G	9606.ENSP00000304643	9606.ENSP00000009105	0	0	0	0	0.067	0.129	0.650	0.410	0.809
CALML6	GUCA1A	9606.ENSP00000304643	9606.ENSP00000053469	0	0	0	0	0.048	0.102	0	0.470	0.507
CALML6	PPP1R3F	9606.ENSP00000304643	9606.ENSP00000055335	0	0	0	0	0.048	0	0.650	0	0.652
CALML6	KCNQ1	9606.ENSP00000304643	9606.ENSP00000155840	0	0	0	0	0	0.129	0	0.983	0.984
CALML6	PYGM	9606.ENSP00000304643	9606.ENSP00000164139	0	0	0	0	0.076	0.115	0.650	0.570	0.860
CALML6	FGF4	9606.ENSP00000304643	9606.ENSP00000168712	0	0	0	0	0.056	0.104	0	0.564	0.599
CALML6	FGF20	9606.ENSP00000304643	9606.ENSP00000180166	0	0	0	0	0	0.104	0	0.567	0.595
CALML6	REM1	9606.ENSP00000304643	9606.ENSP00000201979	0	0	0	0	0.076	0.097	0	0.595	0.633
CALML6	FGF22	9606.ENSP00000304643	9606.ENSP00000215530	0	0	0	0	0.045	0.104	0	0.566	0.596
CALML6	MAPK1	9606.ENSP00000304643	9606.ENSP00000215832	0	0	0	0	0.057	0.108	0	0.424	0.473
CALML6	CERK	9606.ENSP00000304643	9606.ENSP00000216264	0	0	0	0	0	0.045	0	0.622	0.623
CALML6	PYGL	9606.ENSP00000304643	9606.ENSP00000216392	0	0	0	0	0.056	0.115	0.650	0.561	0.854
CALML6	PLEK2	9606.ENSP00000304643	9606.ENSP00000216446	0	0	0	0	0	0	0	0.519	0.519
CALML6	PYGB	9606.ENSP00000304643	9606.ENSP00000216962	0	0	0	0	0.056	0.115	0.650	0.580	0.860
CALML6	SNTA1	9606.ENSP00000304643	9606.ENSP00000217381	0	0	0	0	0	0	0	0.682	0.682
CALML6	CAV2	9606.ENSP00000304643	9606.ENSP00000222693	0	0	0	0	0.045	0	0.800	0.682	0.933
CALML6	RASD1	9606.ENSP00000304643	9606.ENSP00000225688	0	0	0	0	0.074	0.097	0	0.789	0.808
CALML6	MYH1	9606.ENSP00000304643	9606.ENSP00000226207	0	0	0	0	0.100	0.141	0	0.511	0.589
CALML6	GNRHR	9606.ENSP00000304643	9606.ENSP00000226413	0	0	0	0	0	0	0	0.467	0.467
CALML6	C11orf58	9606.ENSP00000304643	9606.ENSP00000228136	0	0	0	0	0	0	0	0.523	0.523
CALML6	FGF6	9606.ENSP00000304643	9606.ENSP00000228837	0	0	0	0	0.061	0.104	0	0.566	0.602
CALML6	MDFI	9606.ENSP00000304643	9606.ENSP00000230321	0	0	0	0	0	0	0	0.473	0.473
CALML6	PPP3R1	9606.ENSP00000304643	9606.ENSP00000234310	0	0	0	0.676	0	0.057	0.650	0.855	0.948
CALML6	RGS2	9606.ENSP00000304643	9606.ENSP00000235382	0	0	0	0	0	0.046	0	0.602	0.604
CALML6	PPP1R3C	9606.ENSP00000304643	9606.ENSP00000238994	0	0	0	0	0	0	0.650	0	0.650
CALML6	GJA3	9606.ENSP00000304643	9606.ENSP00000241125	0	0	0	0	0	0	0	0.514	0.514
CALML6	OCM	9606.ENSP00000304643	9606.ENSP00000242104	0	0	0	0	0	0	0	0.599	0.599
CALML6	PDE1B	9606.ENSP00000304643	9606.ENSP00000243052	0	0	0	0	0	0.065	0.900	0.683	0.967
CALML6	PLCG1	9606.ENSP00000304643	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0.400	0.937
CALML6	CFAP61	9606.ENSP00000304643	9606.ENSP00000245957	0	0	0	0	0.042	0.100	0	0.385	0.423
